text,label
"không đảm bào giờ học trên lớp , sinh viên hỏi trả lời không thỏa mãn theo yêu cầu .",0
thầy dành nhiều thời gian để làm bài tập .,1
đối với môn này thì khá hữu ích cho sinh viên trong đời sống xã hội hay trong công việc .,1
"thầy dạy phần lý thuyết hay , nắm bắt được khả năng của sinh viên .",1
"dạy hay , dễ hiểu , nghiêm khắc , luôn tận tình với sinh viên .",1
thầy giảng rất dễ hiểu và dễ tiếp thu bài .,1
vui nhiệt tình .,1
cần hỗ trọ nhiều máy thực hành hơn cho môn mạch số .,0
"giảng viên nhiệt tình , giải thích kỹ càng .",1
cần tài liệu chính thức cho phần lý thuyết hơn nữa .,0
hoạt động seminar chưa tốt .,0
dễ tiếp cận kiến thức .,1
"bài giảng hấp dẫn , mang tính cập nhật và ứng dụng cao .",1
"giảng viên thân thiện , hoà đồng , tận tình với sinh viên .",1
vì thế không thể tốt toàn vẹn được .,0
một số chỗ nên giảng kỹ hơn .,0
"lúc đầu học thầy rất ghét vì thầy giảng khó hiểu và bắt làm như thứ "" trên trời dưới đất "" .",0
"bài tập thực hành cần nêu yêu cầu rõ ràng , không mơ hồ , cần cập nhật , có hướng dẫn cụ thể .",0
slide giảng dạy đầy đủ và trực quan .,1
"giảng bài quá nhanh , ít bám sâu vào chương trình .",0
"giảng viên dạy kỹ , dạy sâu .",1
"giảng viên nhiệt tình , bài tập đa dạng , tạo nhiều hình thức hứng thú khi học .",1
"slide hay , giáo viên nhiệt tình .",1
"thầy dạy không nhiệt tình , ít giảng , kiến thức chuyên môn logic mờ chưa chuyên sâu , gây tâm lý lo lắng , hoang mang cho sinh viên .",0
thầy dạy thú vị nói chung là ok .,1
nội dụng môn học không liên quan đến đề thi .,0
slide giáo trình đầy đủ .,1
"dạy nhiệt tình , vui vẻ trong giờ học .",1
thầy tuyệt vời !,1
"lớp sỉ số nên ít hơn , tầm 50 sinh viên là ok .",0
cô giảng rất nhiệt tình .,1
"nhiệt tình , vui tính .",1
"giảng dạy vẫn chưa thực sự rõ ràng , mong giảng viên sẽ giải thích rõ ràng hơn vào các bài tập cũng như đáp án .",0
giảng viên ôn thi chuẩn xác .,1
"tiết học có chút chán , có chút khó tiếp thu .",0
giảng bài thú vị và sinh động .,1
thầy dạy rất có tâm và giúp chúng em hiểu rất sâu .,1
kiến thức bổ ích .,1
"em là sinh viên khó khăn , phải vừa làm vừa học , nên thời gian trống không được linh hoạt .",0
kỹ năng tự học được thầy đưa lên tối đa .,1
"giáo viên tận tâm chỉ dạy , nhiệt tình , giúp đỡ sinh viên .",1
sự nhiệt huyết .,1
thầy rất nhiệt tình và tận tâm chỉ dạy .,1
phải nâng cấp phòng máy .,0
"nếu thầy đã không đảm bảo giờ lên lớp , thì khi ra bài thi và đề cương ôn tập nên chú ý đến việc rõ ràng , hướng dẫn rõ sinh viên biết mình phải học gì .",0
"cho học sinh thuyết trình , chủ động .",1
"giảng viên dạy tận tình , cung cấp đầy đủ kiến thức cho sinh viên .",1
"thầy dạy rất hay , nhiệt tình , dễ hiểu .",1
cách dạy sáng tạo .,1
có liên hệ môn học với thực tế .,1
cô nói nhỏ và thường hay đứng trên bục rất khó để có thể hiểu .,0
thầy dạy ok .,1
rất ít người học thực hành môn cấu trúc dữ liệu giải thuật .,0
cô lo cho các sinh viên .,1
thời khóa biểu linh hoạt phù hợp cho sinh viên đang đi thực tập .,1
thấy dạy rất hay nhiệt tình .,1
cách dạy của giáo viên rất tốt .,1
"nhiệt tình , tận tâm với sinh viên .",1
"thầy tận tâm nhiệt tình , tài liệu tiếng anh , tiếng việt được cung cấp đầy đủ .",1
"môn học còn khá nặng nề , không ứng dụng thực tiễn cũng như không phục vụ cho chuyên nghành , theo em nghĩ , môn giải tích thật sự không cần thiết lắm .",0
cần nhiệt huyết hơn nữa .,0
ngoài ra cũng cần có tiết học để sinh viên được nói tiếng anh với nhau nhiều hơn !,0
thầy dạy kỹ từng phần của bài học giúp em dễ hiểu bài nắm vững kiến thức .,1
cho cái nhìn về môi trường bên ngoài doanh nghiệp .,1
thầy cho bài tập nhiều quá nhưng thầy không có giải ví dụ .,0
nhìn chung tạo được cảm hứng rất nhiều cho sinh viên học tập hiệu quả .,1
"mỗi lúc hết tiết sớm , thầy thường giảng cho các sinh viên những kiến thức môn bên ngoài như lập trình giúp sinh viên giải đáp một số thắc mắc hoặc một số bài tập nâng cao .",1
"cách trình bày ( giọng nói khó nghe ) , diễn đạt kiến thức chưa được tốt .",0
thầy dạy hay và tốt .,1
"giảng nhiệt tình , sử dụng tốt website môn học để thảo luận , trao đổi với sinh viên .",1
"có trả lời thắc mắc dễ hiểu , ngắn ngọn .",1
hơi khó hiểu và không sâu .,0
nhiều lúc nội dung thực hành không đồng bộ với nội dung đã học ở lớp lý thuyết .,0
"giảng viên tận tâm , nhiệt tình dạy học , giảng dễ hiểu , vui tính , hiền lành .",1
do nghỉ lễ khá nhiều nên giờ học chưa được đảm bảo .,0
nắm được các kiến thức quan trọng .,1
kết quả môn thực hành thì rất tốt nhưng ở môn lý thuyết thì ngược lại .,0
"thực sự thì khả năng truyền đạt không hấp dẫn , dễ buồn ngủ và khó hiểu .",0
môn học cần vận dụng tối đa giữa lý thuyết và thực hành .,0
số bài thực hành quá nhiều cho một môn thực hành hình thức 2 .,0
"dạy có tâm , kỹ và nhiệt tình .",1
phương pháp học áp dụng thực tiễn .,1
hình thức thực hành 2 dường như không có tác dụng với sinh viên .,0
"bài tập nhiều quá , không phù hợp lắm .",0
"giảng viên truyền đạt kiến thức tốt , có nhiều kinh nghiệm , phát âm tốt .",1
giảng viên hướng dẫn nhiệt tình .,1
"thầy nói khó hiểu , phát âm khó nghe .",0
cô dạy rất dễ hiểu dễ làm .,1
phòng thực hành wzjwz53 cần được nâng cấp .,0
giảng viên không nói ra điểm khác biệt khi làm lab trên hai hệ điều hành này .,0
"giảng viên nhiệt tình thân thiện , vui tính , trình độ cao .",1
giáo viên cực kỳ nhiệt tình .,1
giảng viên luyện đọc rất tốt .,1
"có những yêu cầu vượt quá khả năng của sinh viên , yêu cầu cao khiến sinh viên cảm thấy vô cùng áp lực khi học .",0
"áp dụng những kiến thức ngoài xã hội , thực tiễn để giảng dạy vào bài học chứ không nhất thiết phải dạy theo một giáo trình cụ thể nào đó .",1
cần nhiều bài tập hơn nữa .,0
"nâng cao kiến thức cho sinh viên rất tốt , giảng dạy dễ hiểu .",1
"giáo viên không nhiệt tình , tận tâm với sinh viên .",0
"về khâu chấm đồ án , mặc dù thầy không nêu trong yêu cầu là cấm sử dụng phương pháp đó , nhưng khi sinh viên sử dụng thì thầy đuổi cả nhóm xuống không cho sinh viên tiếp tục trình bày vì không hợp ý của thầy .",0
"dạy hơi nhanh à nha , tiết bài tập chưa tốt .",0
đây là môn đầu tiên học thầy và cũng nghe mọi người nói thầy dạy và chấm điểm khó .,0
chỉ làm bài tập dựa trên tài liệu và tìm kiếm trên mạng .,0
đề làm thực hành thực sự chỉ dễ cho giảng viên .,0
"phương pháp thầy cho các bạn thuyết trình trên lớp cũng không khả quan , một buổi học đến 4 nhóm thuyết trình về 4 chủ đề khác nhau .",0
một người thầy như vậy thì làm sao có thể dạy được học sinh tốt .,0
các thành viên khác chịu thua .,0
vận dụng được một số kiến thức để áp dụng những môn học sau .,1
cho phép sinh viên chuẩn bị bài trước tiết kiệm thời gian làm thực hành .,1
phải làm bảng đánh giá kỹ lưỡng về việc học nhóm ngoài giờ học làm tụi em cảm thấy không thoải mái khi học nhóm .,0
nói chung thầy wzjwz196 dạy toán là tuyệt .,1
"sự tận tình , đúng giờ và nghiêm túc trong việc học .",1
cô cũng rất thân thiện và gần gũi với sinh viên .,1
cần có tiết sửa bài tập .,0
"trong lúc vấn đáp đồ án trực tiếp với sinh viên , khi có điều gì không hài lòng , giảng viên này sẵn sàng mắng chửi thô tục thậm tệ đối với sinh viên .",0
"cách thầy dạy rất hiệu quả , dễ hiểu .",1
môn này nếu được thực hành nhiều sẽ đảm bảo chất lượng hơn các bạn sinh viên tự tìm tòi cũng được nhưng sẽ tốt hơn nếu có người hướng dẫn .,0
"thầy cho chép bài ít thôi , tập trung sửa bài được không ạ .",0
giảng viên nhiệt tình giảng dạy hay và dễ hiểu .,1
rất tận tâm .,1
giảng viên dạy hết sức nhiệt tình .,1
dạy và ôn tập tận tình .,1
dạy nhiều nhưng hơi giảng ít .,0
"nhiệt tình với sinh viên , lên lớp đúng giờ .",1
"cơ sở vật chất cần tăng cường hơn , vệ sinh phòng học , hành lang nên tiến hành buổi chiều sau khi sinh viên tan học hoặc sáng sớm , không nên để khi mở cửa cho sinh viên vào 7h20 mới quét rất bụi và ảnh hưởng đến sinh viên , sáng sớm đi học ở hành lang 7h15 - 7h20 cũng quét rất bụi và quét hắt thẳng vào sinh viên đang đi trên hành lang rất khó ứng xử mong ban quản lý cơ sở có ý kiến thêm về việc này .",0
cô rất vui .,1
"cô rất nhiệt tình , tận tâm .",1
nên tăng số buổi thực hành .,0
giáo viên ít hướng dẫn bài tập về nhà .,1
không thể nào đầu tư vô mỗi một môn java này .,0
giảng bài hơi nhanh .,0
"cho ít bài tập , không nâng cao được kiến thức .",0
giảng khá nhanh .,0
hơi khó hiểu nếu không học trước ở nhà .,0
ít thấy giảng viên xuất hiện .,0
"thầy đi rất đúng giờ , giảng dạy rất nhiệt tình !",1
"giảng viên nhiệt tình , giàu kinh nghiệm .",1
phòng lab khoa mạng có chất lượng khá thấp .,0
"bên cạnh nội dung môn học , thầy còn chia sẻ nhiều vấn đề hay liên quan đến lĩnh vực công nghệ thông tin .",1
dạy còn khó hiểu .,0
hệ thống máy chiếu cần cải thiện .,0
tình trạng nghỉ không thông báo cho sinh viên để sinh viên đứng đợi giảng viên gần hết giờ rồi ra về nhiều lần .,0
nội dung của môn học nên được cải tiến và cập nhật hơn nữa để bắt kịp với xu hướng hiện nay của thế giới .,0
em xin cảm ơn .,1
hoạt động speaking chưa nhiều .,0
dạy nhiệt tình với sinh viên .,1
"tuy nhiên , nếu được cô nên bổ sung các bài tập cá nhân về cả lý thuyết và thực hành , bên cạnh các bài tập nhóm thì sẽ giúp các bạn bổ trợ thêm kiến thức rất nhiều .",0
ít dạy ngữ pháp .,0
cần những giờ học sôi động hơn không học thuật quá nhiều .,0
"thầy giảng rất nhiệt tình , cặn kẽ .",1
"vui tính , dạy dễ hiểu .",1
"nhiệt tình , giảng bài dễ hiểu .",1
"thầy dạy dễ hiểu , tiết học dễ hiểu , sôi nổi .",1
thực hành không liên quan gì đến lý thuyết .,0
đồ án của môn học có những đồ án quá nặng trong khi phân công đồ án chưa phù hợp với lực học của từng sinh viên .,0
nhiều phần nâng cao thường bị giảng viên bỏ qua .,0
"thầy dạy rất nhiệt tình , dặn dò đồ án , thi cử rất kỹ .",1
"giảng viên giảng dạy nghiêm túc , sử dụng giờ dạy hợp lý .",0
thầy quá tuyệt vời .,1
"cách truyền đạt kiến thức của thầy đối với em thì em cảm thấy không phù hợp lắm , em cần phải rất rất tập trung và hỏi đi hỏi lại nhiều lần mới có thể nắm bắt kiến thức .",0
them nhiều tài liệu và video hướng dẫn .,0
dễ nắm bắt kiến thức để đi thi .,1
rất hay khuyến khích tinh thần học tập .,1
"giảng viên dạy không hay , đề tài cô đưa ra không hấp dẫn .",0
cô dạy vui vẻ chăm lo đều các sinh viên .,1
"giáo viên rất nhẹ nhàng lịch sự , dễ mến , luôn đảm bảo đủ giờ dạy và luôn đúng giờ .",1
"thầy nhiệt tình , giọng dễ nghe , làm việc đúng giờ ( cái này em rất thích ) , tác phong làm việc gọn gàng nhanh nhẹn , dứt khoát .",1
cô dạy rất hay !,1
tận tâm gọi những sinh viên không tập trung để trả lời câu hỏi .,1
"em thích cách dạy của thầy , làm bài tập sau khi giảng xong lý thuyết cho sinh viên có thể nhớ ngay hôm ấy không cần về nhà coi lại bài .",1
môn lập trình trên thiết bị di động nên lấy điểm đồ án thay cho thi cuối kỳ luôn chứ không nên thi cuối kỳ như hiện nay .,0
"cô đọc slides nhanh quá , ít giảng cụ thể và nêu ví dụ lên bảng .",0
"thầy dạy rất hay , em hài lòng về cách giảng dạy của thầy .",1
phòng học hơi ồn .,0
"ngoài dễ tính và vui vẻ ra , thì cô dạy khá nhàm chán , thường xuyên cho nghỉ và phải học bù quá nhiều .",0
mong bộ môn xem xét lại cấu trúc bài thi và chương trình cần dạy .,0
nâng cấp trang thiết bị của phòng thực hành .,0
cô rất hiền colonsmile .,1
giảng viên rất nhiệt tình !,1
các thông tin về môn học luôn rõ ràng .,1
cho nhiều bài tập về nhà để luyện các kỹ năng nghe và đọc .,1
"bài giảng dễ hiểu , có kèm theo ví dụ cụ thể , thân thiện với sinh viên , giải đáp ngay khi sinh viên có câu hỏi .",1
cần có giờ ra chơi giữa giờ vì học liên tục năm tiết đôi khi khiến sinh viên mệt mà khó tiếp thu bài giảng .,0
"hiện tại tương đối tốt , không cần điều chỉnh gì thêm .",1
thỉnh thoảng nhìn thầy em còn cảm thấy sợ !,0
phần thuyết trình của từng nhóm rất vui và bổ ích .,1
tiếng anh nói lưu loát .,1
cần sửa thêm bài tập trên lớp .,0
"nói rõ nội dung môn học , mục tiêu .",0
"thầy rất nhiệt tình , dạy dễ hiểu .",1
thầy dạy giỏi .,1
cảm giác như là cấp 2 học nhạc và vẽ vậy .,0
nên giảng kỹ hơn .,0
"thầy mới ra trường nên kiến thức chưa sâu , nhiều lúc thầy lúng túng trong các câu hỏi của sinh viên .",0
thầy nói rất rõ .,1
thầy chấm điểm khá gắt .,0
mỗi ngày khi đến môn học này là một cực hình tra tấn sinh viên cả lớp .,0
"thầy vui tính , dạy dễ hiểu .",1
"giáo viên nhiệt tình , tận tâm .",1
"không nhiệt tình với sinh viên , phương pháp giảng dạy không thu hút sinh viên , cách dạy làm sinh viên chán nản .",0
dạy chưa thu hút .,0
phần học lý thuyết suông .,0
khá dễ hiểu .,1
"rất thích thầy wzjwz271 trong cách giảng dạy , thầy giảng rất dễ hiểu , nhiệt tình và vui tính trong suốt quá trình giảng dạy .",1
"em nghĩ thầy nên cho nhiều bài kiểm tra hơn , có thể sau hoặc giữa mỗi chương , như vậy giám sát được rõ tình hình học tập của sinh viên .",0
"giảng viên nhiệt huyết , rất có tâm colonhihi .",1
"giảng viên biết cách truyền đạt , giảng rất hay và dễ hiểu .",1
"thầy dạy rất hay , tận tình .",1
không hỗ trợ nhiệt tình .,0
"cô dạy bài tập rất tận tình , dễ hiểu .",1
"thầy rất tốt , và truyền đạt đầy đủ kiến thức tới sinh viên .",1
thầy giúp em biết mạch số là gì .,1
giảng đường nên gắn thêm quạt hoặc máy lạnh .,0
cứ như kiểu đọc slide xuống vậy .,0
mong thầy quan tâm học trò của mình hơn nữa !,0
"thầy dạy quá nhanh , không theo nội dung cụ thể .",0
đôi lúc giảng bài hơi bị nhanh .,0
"phòng học hiện nay rất nóng nhà c , mong nhà trường có biện pháp thích hợp để khắc phục tình trạng này cho sinh viên , để sinh viên có khả năng tiếp thu kiến thức tốt xin cảm ơn !",0
giảng viên có nhiều phương pháp giảng hay .,1
dạy hơi cao so với năng lực .,0
áp dụng nhiều kiến thức thực tế .,1
nên soạn slide bài giảng kỹ hơn .,0
lượng kiến thức truyền tải cho học sinh đầy đủ .,1
"cô thân thiện , nhiệt tình , nhưng cô nên kể chuyện hay phà trò gì đó một chút dotdotdot hi hi .",1
cần wifi mạnh thêm cho dãy nhà cũ .,0
em thấy môn này nhiều lý thuyết không đáp ứng đủ trong việc làm đồ án .,0
giảng viên cần đảm bảo thời gian lên lớp .,0
môn học quá trừu tượng nên cần phải có ví dụ và mô hình cụ thể cho từng phần .,0
"giáo viên nhiệt tình , tận tâm giúp đỡ sinh viên .",1
giảng viên dạy hay và nhiệt tình .,1
"thầy dạy tận tình , dễ hiểu .",1
"thấy rất hiền , rất chi là hơi trẻ con .",1
"dạy đúng đề cương , ôn tập sát với đề thi .",1
giáo viên hướng dẫn thực hành nên hướng dẫn chi tiết hơn thay vì để mặc cho sinh viên tự làm từ đầu đến cuối .,0
"sau đó sinh viên phải đi học bù , gây ra tình trạng trùng giờ cho nhiều sinh viên , mong cô sớm khắc phục .",0
"vào lớp muộn , cho ra trễ .",0
"học lý thuyết thầy nhiệt tình giảng , nhưng khả năng truyền đạt chưa cao , sinh viên chú ý nghe thì cũng hiểu bài rất ít .",0
thầy rất nhiệt tình và luôn giải đáp mọi thắc mắc của sinh viên .,1
thầy rất vui và dạy rất kỹ .,1
"thầy dạy rất dễ hiểu , cho nhiều bài tập .",1
thầy dạy được cách tư duy sáng tạo .,1
"thầy dạy rất chi tiết , dễ hiểu và nhiệt tình .",1
"thì hiện nay khóa 5 đang học môn này có cảm nhận vẫn còn là con "" chuột bạch "" thử nghiệm cho môn học .",0
thầy dạy rất tốt .,1
"thầy dạy hay , kiến thức dồi dào .",1
hay gợi những thực tế vào bài học .,1
giảng dạy đều .,1
cô khá hiền và cho nhiều bài tập .,0
rất hay .,1
giáo viên giảng bài hơi nhanh .,0
"cô cần thay đổi phương pháp dạy sao cho sinh viên thấy thích thú với những gì cô dạy , cần lấy ví dụ nhiều hơn để sinh viên có thể hiểu rõ bản chất của mọi vấn đề .",0
rất nhiệt tình và giảng bài dễ hiểu .,1
cô lấy ví dụ thực tế thì đừng có liên quan nhiều quá đến quan điểm cá nhân ghen ăn tức ở của cô với người khác như ví dụ cô nói một người đại gia bỏ tiền tỷ tổ chức sinh nhật cho vợ họ thay vì đi làm từ thiện hay các thứ khác .,0
"nhiệt tình với sinh viên , giảng dạy dễ hiểu , tận tình giúp đỡ sinh viên .",1
"thầy nhiệt tình , tận tụy , vui vẻ .",1
giảng dạy rất tốt .,1
"trang thiết bị phục vụ còn hạn chế , không có nhiều thời gian trực tiếp thực hành .",0
tận tình chu đáo .,1
"cần cải thiện chất lượng phòng học thực hành của khoa wzjwz36 tại phòng wzjwz37 , máy tính của trường cung cấp không thể sử dụng để thực hành , 10 sinh viên phải dùng laptop cá nhân để làm thực hành , bên cạnh đó phòng học cũng rất chật và nóng bức .",0
nhưng ngoài điều đó ra thì giảng viên rất tốt .,1
"thầy dạy rất kỹ lưỡng , nhiệt tình , viết bảng rất nhiều dễ hiểu bài tuyệt vời !",1
khuôn khổ bài học chưa truyền được cảm hứng cho sinh viên .,0
đề cương môn học cũng chưa có gây khó khăn trong việc sinh viên có thể chủ động tìm hiểu trước ở nhà .,0
"cho làm các bài kiểm tra cuối giờ , giúp chúng em phải tập trung nghe bài .",1
lượng kiến thức cho phần kiểm tra đánh giá kết quả học tập tràn lan .,0
bài tập cô cho nhiều nên làm hơi đuối .,0
rất thất vọng !,0
nhiều khi làm bài tập mình không biết mình đang làm gì luôn .,0
kết quả đạt được trong buổi thực hành hỗ trợ rất nhiều cho lý thuyết được học .,1
thầy hướng dẫn tụi em rất tận tình .,1
hồ bơi bẩn .,0
"chị tận tình , giảng dễ hiểu và vui tính .",1
thay vì cho làm kiểm tra wecode thì cho làm trên lớp thuận tiện hơn .,0
"thầy không đảm bảo giờ lên lớp , lớp học bù cũng không được đảm bảo .",0
giảm giờ học .,0
chia sẻ kiến thức thực tế cho sinh viên .,1
"thêm nhiều ví dụ cụ thể , dễ hiểu cho sinh viên vì năm đầu tiên ở trường học môn nhập môn lập trình có nhiều bạn còn bỡ ngỡ , khó hiểu được những kiến thức có thể chưa bao giờ gặp qua này .",0
"thầy rất hay đưa những ví dụ rất cụ thể về công nghệ tiến hiện có , rất hay , thú vị .",1
"nhưng đa số các bạn trong lớp thì không hiểu , cô cần có phương pháp dạy tốt hơn .",0
sau đó thầy cho lời giải sau vài tuần .,0
kết thúc học thực hành trễ cũng không phù hợp vì cuối năm mới học đến những kiến thức làm đồ án nên rất bận .,0
thầy rất tốt với sinh viên .,1
"giảng rất hay , giảng nội dung quan trọng không lan man .",1
quá khó khăn trong việc báo cáo bài .,0
"em thấy giảng viên chưa tạo được hứng thú để cho sinh viên học tập tốt hơn , khi lên lớp học lúc nào sinh viên cũng chán nản và không muốn học .",0
bài tập cho hơi khó .,0
có hướng dẫn định hướng nghề nghiệp bổ ích .,1
giảng viên nghỉ nhiều .,0
"giải thích rõ nội dung của mỗi bài trước khi thực hành , giải đáp các thắc mắc của sinh viên trong quá trình thực hành .",1
tốt rồi .,1
trong trường macbook thầy số hai thì không có máy nào số một .,1
"giảng viên tận tâm , tạo điều kiện cho học sinh làm bài tập .",1
thầy hiền và dạy tận tình .,1
nên tự tin hơn trong việc giảng dạy .,0
giảng dạy không truyền đạt được kiến thức nhiều cho sinh viên .,0
chúc thầy sức khỏe và thành công .,1
cần bảo trì máy tính nhất là bàn phím và chuột .,0
giảng viên bận rộn việc quản lý hơi nhiều nên giờ học không thật sự đầy đủ và ổn định .,0
giảng viên cho bài tập nhiều đầy đủ .,1
giáo viên thường xuyên cho nghỉ học .,0
cô rất tâm huyết và nhiệt thành .,1
giọng thầy giảng bài nghe rất là buốn ngủ .,0
thầy giảng bài dễ hiểu và tận tâm .,1
thầy giảng bài rất có tâm huyết .,1
"giảng viên dạy đúng giờ , dễ hiểu , bám sát đề cương .",1
giảng viên cho nhiều bài tập khó mà vẫn chưa giải cho sinh viên .,0
nội dung môn học quá nặng và nhiều thứ không cần thiết với ngành nghề của sinh viên .,0
"môn học nên cho thêm nhiều dạng bài tập dưới dạng tiếng việt , vì trong giảng đường máy chiếu mờ , chữ tiếng anh nữa nhìn rất phiền phức cho những bạn ở sau !",0
hoặc cô có thể cung cấp trực tiếp slide tiếng anh để sinh viên học .,0
em xin lỗi nhưng đó là sự thật .,0
phòng hội trường nóng nực .,0
"thầy dạy dễ hiểu , dễ tiếp thu .",1
"rất tệ , khả năng truyền đạt không cao và không hề tận tình .",0
chưa tận tụy .,0
giảng viên nên ra thêm bài tập .,0
cô giảng dạy chi tiết trong quá trình học .,1
hiện tại sinh viên khá mơ màng về môn học này .,0
"thầy dạy rất chi tiết , hướng dẫn bài tập đầy đủ .",1
"slide cần cụ thể , rõ ràng , dễ hiểu hơn .",0
chú tâm đến sinh viên .,1
"thầy wzjwz201 dạy nhiệt tình , giảng dễ hiểu .",1
cô vui tính dễ gần .,1
thầy không đến lớp mà khôg thông báo .,0
"đã vậy còn không tôn trọng sinh viên bằng việc cắt ngang buổi seminar của sinh viên với lý do "" em nói nhiều quá , thôi lướt qua phần này đi "" .",0
cô có tâm huyết với nghề .,1
khá tận tâm và quân tâm đến sinh viên .,1
"đề nghị nhà trường làm tốt khâu cở sở vật chất , em thấy trường mình còn thiếu nhiều về trang thiết bị thực hành cho sinh viên .",0
"chúng em đã và đang từng bước vào chuyên ngành , môn nào cũng có đồ án , mà cái nào cũng nặng , cũng yêu cầu cao .",0
"tiết học rất thoải mái , dễ tiếp thu .",1
"đi trễ ba buổi không được điểm danh trễ , một buổi thầy từ chối điểm danh trễ .",0
cần kết hợp học với hành .,0
"cô dạy nhiệt tình nhưng nói qua rất nhỏ , khó nghe .",0
"giảng dạy nhiệt tình , hướng dẫn chi tiết đến lúc sinh viên hiểu !",1
"sử dụng website môn học , trang thiết bị phục vu giảng dạy còn hạn chế máy chiếu quá mờ , phòng học bị nắng .",0
thầy dạy tích cực .,1
"nguyên học kỳ mà gặp mặt giáo viên 1 , 2 lần .",0
thầy liên hệ thực tiễn nhiều gây hứng thú cho sinh viên .,1
môn học này rất hay và rất khó và rất đáng để học .,1
"thầy giảng dễ hiểu , nhiều minh hoạ thực tế .",1
"cho bọn em tự nghiên cứu các phần và tự lên thuyết trình về bài giảng đó , điều đó thật sự rất bổ ích cho bọn em .",1
"cần chú trọng hiệu quả môn học , đảm bảo sinh viên có thể giao tiếp được .",0
chưa được chuyên sâu về nội dung lắm .,0
luôn sử dụng những ví dụ có tính thực tế .,1
"giảng viên nhiệt tình , tận tâm , chuẩn bị tài liệu đầy đủ .",1
nhiệt tình .,1
giảng viên kết hợp giải bài tập để giảng lý thuyết .,1
giảng viên làm việc riêng khi sinh viên báo cáo .,0
"gần tới kỳ thi cuỗi kỳ mà sinh viên chưa biết được mình đang học gì , dù có cố gắng nghe nhưng vẫn không hiểu .",0
"môn học toàn kiến thức mới mẻ , giảng viên nên giảng chi tiết hơn .",0
nếu có thêm nhiều ví dụ trong slide cho bọn em dễ ôn bài hơn là tự tìm kiếm lúc quên .,0
giảng viên dạy những kiến thức lập trình dễ hiểu và áp dụng nhanh chóng vào bài làm .,1
thầy nên cho bài tập về nhà và sửa bài tập trên lớp để tăng tính tương tác .,0
"vui tính , nhanh tiếp thu bài học .",1
"cho nghỉ nhiều , học bù trùng lịch với môn khác .",0
"kiến thức rất nhiều , thời giang giảng dạy hơi ít .",0
cách dạy của thầy nâng cao được khả năng nghe tiếng anh .,1
"phòng thực hành còn sơ sài , máy tính cũ kỹ .",0
thầy giáo quá khắc khe đối với một môn học mang tính nhập môn .,0
"cần nâng cấp máy tính trong phòng thực hành , nhiều kit de2 bị lỗi cần sửa chữa hoặc thay mới .",0
"thầy giảng khá chậm rãi , mạch lạc , dễ tiếp thu nên có thể giải đáp được những khúc mắc của học sinh .",1
đưa ra đề tài seminar như thách đố sinh viên vậy .,0
mong phòng đào tạo xem xét để khóa sau học được chất lượng ạ .,0
em xin chân thành cảm ơn ( xin lỗi vì máy không dùng được unikey ) !,1
"cần cải tiến trang thiết bị phòng học , wifi .",0
thầy cho bài tập quá ít .,0
"các môn học cần có ứng dụng thực tiễn hơn , hiện tại đặt nặng quá nhiều về lý thuyết suông , học cho qua cũng không để lại gì , không gây hứng thú .",0
thầy đến rất đúng giờ .,1
"nên đi sâu vào vấn đề , giúp sinh viên hiểu tốt môn học , và nên có những ứng dụng cụ thể mà môn học đem lại .",0
thầy lên lớp hay chém gió .,0
các yêu cầu về đồ án môn học nên đươc đưa ra chính xác trước khi sinh viên bắt đầu thực hiện chia nhóm và làm đồ án .,0
nhiệt tình giúp đỡ giải đáp những thắc mắc của sinh viên .,1
"thầy wzjwz262 nhiệt tình , truyền đạt tốt kiến thức , giới thiệu thêm nhiều nguồn tài liệu cho sinh viên .",1
"cô dạy rất dễ thương , dễ hiểu , nắm chắc kiến thức .",1
một môn học trong cùng một giờ chỉ nên có một giảng viên đứng lớp để đảm bảo sự liên tục của bài học .,0
"cần nâng cấp phòng học , máy chiếu .",0
"thầy yêu cầu cao về đồ án , hơi chi tiết , mong thầy có thể nhẹ tay hơn với các em khóa sau .",0
"thầy wzjwz137 dạy rất hay , chi tiết , nhiệt tình và dễ hiểu .",1
kiến thức được trình bày đầy đủ và dễ hiểu .,1
nhiệt tình tốt giúp sinh viên năng động .,1
"giảng viên hòa đồng , gần gũi với sinh viên .",1
"giảng viên giảng dạy rất nhiệt tình , tạo đủ áp lực cho sinh viên .",1
thực hành hình thức 2 giảng viên cần sử dụng thời gian của môn học có hiệu quả và ý nghĩa với học viên .,0
có quá nhiều bài tập .,0
điều em hài lòng nhất đó là giảng viên nhiệt tình va luôn tạo được cảm giác hứng thú khi mà học tiếng anh .,1
giảng viên giảng nhiệt tình .,1
nên tăng thêm nguồn tài liệu cho sinh viên tiếp cận .,0
thầy nhiệt tình và rất gần gũi với tụi em .,1
"đơn giản hóa kiến thức , giúp học sinh tiếp cận một cách trực quan môn học .",0
sửa và cho các bài tập rõ ràng hơn !,0
cô giải bài tập rất kỹ lưỡng .,1
cách giảng của thầy chưa thực sự hay và có nhiều sự chuẩn bị cho bài giảng bằng những tình huống thực tế .,0
giáo viên quá tốt .,1
cô hay trao đổi với lớp .,0
"cô dễ chịu , dạy kỹ .",1
học song song lý thuyết và thực hành để kiến thức được củng cố hơn .,0
phòng học có số lượng sinh viên quá đông .,0
một số máy chiếu tại số phòng anh văn hơi mờ .,0
